ap_Age,ap_Education,ap_YearsOfExperience,ap_TechnicalScore,ap_InterviewScore,ap_PreviouEmployment,em_Age,em_Education,em_YearsOfExperience,em_TechnicalScore,em_InterviewScore,em_PreviouEmployment,Suitable
44,2,36,80,7,Yes,58,1,31,98,9,Yes,No
58,1,8,68,7,Yes,42,3,35,81,3,Yes,No
40,2,24,6,8,Yes,30,3,37,69,2,Yes,No
39,3,0,45,8,Yes,35,2,8,85,1,Yes,No
52,2,21,7,2,Yes,19,3,16,2,5,Yes,No
26,2,24,3,8,Yes,34,2,6,58,2,Yes,No
55,3,16,28,3,Yes,39,2,35,21,9,Yes,No
29,2,35,60,5,Yes,25,3,39,76,7,Yes,No
24,3,17,85,9,Yes,44,2,27,53,7,Yes,No
24,3,26,89,8,Yes,38,1,26,56,4,Yes,No
56,3,38,84,9,Yes,28,3,2,86,1,Yes,No
44,3,6,42,5,Yes,38,2,29,23,4,Yes,No
42,3,39,57,6,Yes,18,1,4,76,9,Yes,No
18,1,2,6,7,Yes,37,2,8,76,4,Yes,No
38,3,0,62,8,Yes,38,1,30,70,3,Yes,No
56,1,30,61,8,Yes,24,1,9,50,6,Yes,No
35,1,26,96,5,Yes,31,2,32,3,4,Yes,No
31,2,1,85,5,Yes,57,3,35,87,6,Yes,No
30,1,23,59,9,Yes,59,3,22,16,5,Yes,No
34,1,31,68,1,Yes,32,2,17,90,2,Yes,No
26,2,21,1,4,Yes,25,2,25,28,1,Yes,No
50,2,35,50,1,Yes,22,1,29,73,5,Yes,Yes
29,2,31,79,5,Yes,52,2,7,20,3,Yes,No
47,1,4,64,8,Yes,49,1,37,60,3,Yes,No
27,2,23,79,7,Yes,23,1,13,59,7,Yes,No
26,3,27,80,9,Yes,38,1,20,67,2,Yes,No
21,1,30,63,7,Yes,52,3,2,98,7,Yes,No
39,2,22,21,1,Yes,24,2,25,37,1,Yes,No
45,2,13,56,9,Yes,21,3,33,85,6,Yes,No
21,3,32,80,1,Yes,20,2,35,52,1,Yes,No
38,1,14,26,9,Yes,47,3,10,99,8,Yes,No
36,3,13,16,3,Yes,23,3,35,17,7,Yes,No
43,2,18,76,2,Yes,27,2,33,94,9,Yes,No
26,2,37,92,9,Yes,20,1,0,12,3,Yes,No
43,3,10,11,8,Yes,47,1,34,46,4,Yes,No
47,2,13,5,4,Yes,43,3,33,33,6,Yes,No
43,3,9,90,4,Yes,19,3,15,3,2,Yes,No
40,3,19,91,9,Yes,50,2,15,30,8,Yes,No
57,1,5,13,3,Yes,46,1,23,74,2,Yes,No
40,3,36,94,8,Yes,21,2,36,5,4,Yes,No
36,2,35,61,3,Yes,55,3,18,63,9,Yes,No
25,1,18,52,2,Yes,38,2,14,65,7,Yes,No
52,1,1,13,9,Yes,52,2,13,38,5,Yes,No
30,1,0,97,7,Yes,28,1,36,75,7,Yes,No
55,1,24,98,5,Yes,39,2,17,22,7,Yes,No
18,3,21,13,4,Yes,54,3,11,17,2,Yes,No
42,3,1,16,5,Yes,36,3,2,39,7,Yes,No
32,2,17,8,6,Yes,38,2,14,23,1,Yes,No
25,2,36,94,5,Yes,18,3,33,27,7,Yes,Yes
26,3,20,7,8,Yes,41,1,1,60,8,Yes,Yes
31,3,4,63,2,Yes,44,3,12,38,9,Yes,No
20,3,22,30,2,Yes,41,2,8,48,5,Yes,No
18,1,30,59,9,Yes,34,3,12,23,4,Yes,No
31,3,13,36,5,Yes,46,2,5,28,3,Yes,No
55,2,0,6,1,Yes,30,3,8,29,2,Yes,No
26,1,14,37,1,Yes,19,2,20,88,5,Yes,No
25,1,39,16,7,Yes,19,2,2,99,7,Yes,No
19,3,27,80,1,Yes,52,2,22,8,2,Yes,No
44,3,17,50,3,Yes,50,3,32,80,7,Yes,Yes
37,3,11,42,4,Yes,50,3,0,79,9,Yes,No
41,2,16,83,2,Yes,26,1,5,83,4,Yes,No
48,1,11,90,5,Yes,37,1,32,40,5,Yes,No
59,2,19,69,6,Yes,20,3,22,82,9,Yes,No
29,2,10,87,7,Yes,51,1,37,64,1,Yes,No
47,2,28,54,9,Yes,53,3,36,53,5,Yes,No
31,1,35,20,3,Yes,38,2,17,89,5,Yes,No
24,2,39,74,4,Yes,29,3,9,97,2,Yes,No
50,3,37,44,6,Yes,34,3,29,99,6,Yes,No
37,1,30,58,2,Yes,29,1,36,24,2,Yes,No
28,2,25,49,4,Yes,35,3,2,43,6,Yes,No
48,1,26,82,3,Yes,56,2,6,62,9,Yes,No
26,1,39,86,6,Yes,44,1,1,12,3,Yes,No
51,1,4,87,8,Yes,37,1,30,11,9,Yes,No
50,3,17,66,3,Yes,42,3,36,67,3,Yes,No
20,1,9,31,8,Yes,55,1,14,86,3,Yes,No
35,1,19,27,8,Yes,50,1,18,42,4,Yes,No
27,1,37,35,7,Yes,39,3,16,25,2,Yes,No
24,3,19,9,2,Yes,41,1,34,16,2,Yes,No
36,2,10,3,9,Yes,26,3,25,24,3,Yes,No
53,1,28,61,9,Yes,49,3,2,94,7,Yes,No
32,3,3,16,3,Yes,45,3,2,17,2,Yes,No
44,2,5,96,7,Yes,20,3,39,23,8,Yes,No
32,1,12,67,8,Yes,23,2,26,70,5,Yes,No
34,3,1,91,8,Yes,38,1,34,20,2,Yes,Yes
36,2,5,73,1,Yes,51,2,1,63,6,Yes,No
22,3,1,75,1,Yes,26,1,22,29,3,Yes,No
41,3,32,25,5,Yes,48,3,32,59,1,Yes,No
55,2,0,37,6,Yes,30,2,25,41,7,Yes,No
37,3,3,11,1,Yes,30,2,13,18,8,Yes,No
18,2,35,11,4,Yes,50,1,31,88,8,Yes,No
48,1,1,50,6,Yes,22,1,33,70,1,Yes,No
57,2,17,48,7,Yes,27,3,2,6,4,Yes,No
39,2,30,63,9,Yes,52,1,20,81,1,Yes,No
47,3,3,78,5,Yes,47,3,35,90,2,Yes,No
32,3,6,55,6,Yes,34,3,11,20,2,Yes,No
56,3,9,26,7,Yes,28,3,25,14,9,Yes,No
24,3,22,90,8,Yes,20,2,4,88,1,Yes,No
30,3,13,69,9,Yes,58,1,0,71,7,Yes,No
56,1,3,15,7,Yes,50,3,11,59,8,Yes,No
26,3,9,80,4,Yes,22,1,19,99,6,Yes,No
59,2,25,58,9,Yes,19,3,19,69,7,Yes,No
34,1,20,57,3,Yes,42,2,26,24,4,Yes,No
52,2,2,38,8,Yes,33,2,39,32,1,Yes,No
57,1,28,85,9,Yes,24,2,18,84,9,Yes,No
19,3,7,50,8,Yes,50,2,37,99,8,Yes,No
29,3,32,77,3,Yes,51,2,33,12,7,Yes,No
34,3,27,87,9,Yes,44,1,5,51,5,Yes,No
53,3,36,74,7,Yes,50,2,1,18,8,Yes,No
20,3,24,60,6,Yes,42,1,32,46,8,Yes,No
55,3,24,99,1,Yes,45,2,26,77,9,Yes,No
18,3,24,79,3,Yes,45,2,1,97,6,Yes,No
27,3,22,4,9,Yes,59,2,20,67,6,Yes,No
58,3,5,4,2,Yes,27,3,5,55,4,Yes,No
47,2,35,23,9,Yes,25,3,3,42,8,Yes,No
19,1,35,4,9,Yes,26,1,21,84,7,Yes,No
43,2,36,21,4,Yes,32,2,17,28,5,Yes,No
40,2,8,63,1,Yes,38,1,35,56,4,Yes,No
31,1,14,1,5,Yes,52,3,14,23,3,Yes,No
53,1,26,59,5,Yes,49,3,19,3,6,Yes,Yes
37,3,30,78,6,Yes,40,2,5,24,1,Yes,No
44,3,30,54,7,Yes,26,3,33,5,9,Yes,No
28,2,23,15,6,Yes,53,1,2,19,6,Yes,No
25,1,1,17,2,Yes,41,1,9,94,1,Yes,No
59,2,27,89,3,Yes,27,1,2,51,3,Yes,No
33,2,21,57,1,Yes,18,2,26,29,1,Yes,No
38,3,2,47,6,Yes,49,2,11,82,6,Yes,No
26,3,26,55,6,Yes,28,2,0,86,3,Yes,No
38,2,18,47,2,Yes,58,2,23,25,4,Yes,No
48,3,14,21,1,Yes,28,1,13,99,2,Yes,No
48,1,32,44,1,Yes,59,2,26,41,4,Yes,No
29,1,13,14,5,Yes,55,3,24,67,7,Yes,No
49,2,37,79,7,Yes,31,3,11,12,1,Yes,No
45,1,35,41,3,Yes,20,3,30,81,2,Yes,No
58,1,31,48,4,Yes,48,1,25,70,7,Yes,No
59,3,18,39,4,Yes,36,2,16,33,5,Yes,No
56,2,20,95,4,Yes,18,2,3,26,2,Yes,No
55,1,23,27,9,Yes,40,3,21,10,8,Yes,No
41,2,17,66,5,Yes,56,2,10,42,6,Yes,No
43,3,27,55,9,Yes,52,3,23,86,1,Yes,No
56,2,24,65,8,Yes,52,2,37,21,3,Yes,No
56,2,26,63,3,Yes,26,2,6,23,8,Yes,No
41,1,31,32,7,Yes,46,2,11,81,9,Yes,No
32,2,6,7,6,Yes,39,2,3,90,2,Yes,No
40,3,35,70,2,Yes,25,1,33,65,9,Yes,No
50,1,32,63,9,Yes,30,3,33,44,9,Yes,No
50,2,26,8,4,Yes,34,2,15,29,3,Yes,No
42,3,25,66,1,Yes,29,1,13,34,4,Yes,No
52,1,6,92,5,Yes,50,1,14,20,1,Yes,No
29,1,26,57,8,Yes,35,3,3,1,5,Yes,No
34,2,31,72,3,Yes,19,1,31,99,6,Yes,No
41,1,4,69,8,Yes,40,1,37,2,6,Yes,No
33,2,1,61,9,Yes,57,3,38,65,1,Yes,No
54,3,29,99,8,Yes,48,3,16,24,8,Yes,No
58,3,39,92,2,Yes,29,3,12,58,3,Yes,No
20,1,1,94,7,Yes,28,3,9,38,4,Yes,No
27,2,4,25,7,Yes,20,3,37,26,7,Yes,No
27,2,28,49,7,Yes,39,3,5,34,1,Yes,No
49,3,14,86,8,Yes,53,2,12,41,3,Yes,No
19,2,10,87,2,Yes,23,2,25,42,2,Yes,No
33,1,20,72,2,Yes,56,2,22,84,6,Yes,No
52,1,39,4,1,Yes,31,2,15,42,6,Yes,No
20,3,25,34,2,Yes,36,2,30,62,1,Yes,No
33,2,33,3,3,Yes,20,1,19,54,2,Yes,No
59,1,33,49,5,Yes,55,2,20,78,3,Yes,No
20,1,1,8,9,Yes,53,3,37,15,5,Yes,No
42,1,39,67,7,Yes,24,3,6,12,4,Yes,No
37,2,25,90,6,Yes,49,1,10,73,6,Yes,No
30,2,12,57,2,Yes,42,1,9,70,2,Yes,No
40,3,16,70,1,Yes,19,3,16,59,5,Yes,No
52,3,33,79,4,Yes,29,2,28,67,2,Yes,No
29,3,23,15,8,Yes,34,1,9,46,3,Yes,No
58,2,7,40,5,Yes,31,2,34,37,9,Yes,No
42,1,16,31,3,Yes,44,1,26,98,7,Yes,No
20,3,35,42,3,Yes,59,2,4,86,8,Yes,No
24,1,38,29,7,Yes,25,2,12,69,6,Yes,No
29,2,19,4,5,Yes,24,1,15,50,3,Yes,No
45,2,37,7,2,Yes,25,1,35,87,7,Yes,No
59,1,2,44,8,Yes,49,3,2,64,6,Yes,No
49,1,4,69,7,Yes,45,3,7,5,4,Yes,No
44,2,19,29,6,Yes,18,2,30,92,2,Yes,Yes
57,2,35,96,7,Yes,59,2,14,91,3,Yes,No
28,3,28,30,5,Yes,24,3,25,62,5,Yes,No
45,1,29,22,6,Yes,42,1,22,12,7,Yes,No
29,2,30,87,9,Yes,23,2,24,13,8,Yes,No
59,3,10,66,7,Yes,54,3,4,18,7,Yes,No
22,2,3,85,4,Yes,47,3,23,42,6,Yes,No
20,1,28,4,2,Yes,54,1,10,36,3,Yes,No
51,3,23,91,9,Yes,55,3,14,29,8,Yes,No
27,1,22,50,9,Yes,40,1,26,15,3,Yes,No
26,3,13,31,1,Yes,55,2,19,32,1,Yes,No
51,1,34,62,7,Yes,40,1,38,59,5,Yes,No
44,2,13,98,4,Yes,26,3,36,92,1,Yes,No
58,2,4,59,2,Yes,52,3,12,11,4,Yes,No
44,1,27,22,4,Yes,23,3,8,27,1,Yes,No
41,2,9,68,4,Yes,41,2,27,36,5,Yes,No
18,1,9,33,2,Yes,20,3,9,58,8,Yes,No
25,2,2,79,8,Yes,26,1,31,50,4,Yes,No
21,1,13,11,4,Yes,57,3,11,21,5,Yes,No
22,3,16,96,1,Yes,53,3,29,75,8,Yes,No
24,2,31,97,6,Yes,31,3,0,2,5,Yes,No
46,2,2,96,1,Yes,22,3,17,92,7,Yes,No
53,1,18,69,7,Yes,50,3,4,34,2,Yes,Yes
26,1,32,66,5,Yes,47,1,11,20,6,Yes,No
25,2,4,25,3,Yes,48,2,36,41,8,Yes,No
28,1,38,13,4,Yes,49,2,2,19,7,Yes,No
20,1,13,75,8,Yes,50,2,6,71,7,Yes,No
39,2,4,97,1,Yes,57,2,5,77,1,Yes,No
31,3,37,20,8,Yes,35,3,39,86,7,Yes,No
39,2,8,58,5,Yes,56,3,32,88,5,Yes,No
53,3,23,84,1,Yes,24,2,11,94,4,Yes,No
31,3,6,51,1,Yes,18,3,10,97,3,Yes,No
42,1,1,78,5,Yes,55,1,36,13,2,Yes,No
28,2,2,24,9,Yes,37,3,36,6,9,Yes,No
54,1,11,89,5,Yes,33,1,26,88,2,Yes,No
34,1,34,1,2,Yes,47,1,38,73,7,Yes,No
23,2,16,46,4,Yes,42,1,3,56,1,Yes,No
50,1,7,58,5,Yes,39,2,33,29,6,Yes,No
35,1,34,26,2,Yes,28,2,9,58,4,Yes,No
43,1,6,76,7,Yes,21,2,17,66,7,Yes,No
52,1,31,73,3,Yes,42,3,2,23,5,Yes,No
45,2,33,60,6,Yes,46,1,35,21,5,Yes,No
54,2,12,80,6,Yes,41,3,19,7,5,Yes,No
54,3,23,79,3,Yes,23,1,25,65,9,Yes,No
55,1,21,12,7,Yes,49,1,9,68,8,Yes,No
30,1,20,94,2,Yes,39,1,33,48,3,Yes,No
34,1,1,37,5,Yes,38,1,27,68,4,Yes,No
41,3,33,71,2,Yes,42,1,27,3,9,Yes,No
41,3,25,98,4,Yes,47,2,23,57,3,Yes,No
53,1,26,18,8,Yes,54,2,25,95,2,Yes,No
49,1,37,73,2,Yes,49,3,37,70,6,Yes,No
53,3,22,94,3,Yes,20,2,33,35,2,Yes,No
59,2,29,75,5,Yes,28,3,5,95,6,Yes,No
46,2,17,35,7,Yes,45,3,25,61,8,Yes,No
20,1,4,77,5,Yes,45,1,38,45,6,Yes,No
41,3,37,23,1,Yes,53,3,35,24,3,Yes,No
49,1,3,84,8,Yes,38,3,21,50,8,Yes,No
20,1,22,93,1,Yes,46,2,17,8,4,Yes,No
59,2,10,67,8,Yes,23,1,24,88,3,Yes,No
51,1,30,83,7,Yes,37,2,0,60,9,Yes,No
47,1,11,64,3,Yes,38,1,15,92,6,Yes,No
51,3,2,13,3,Yes,25,3,35,90,2,Yes,No
18,3,5,75,6,Yes,51,1,7,5,3,Yes,No
46,1,37,72,9,Yes,27,3,16,14,9,Yes,No
40,3,27,78,9,Yes,55,3,11,50,8,Yes,No
53,1,33,5,5,Yes,46,3,6,71,9,Yes,No
26,1,32,43,4,Yes,35,3,38,72,5,Yes,No
24,1,26,21,5,Yes,43,2,29,42,9,Yes,No
27,1,11,55,8,Yes,48,1,38,94,1,Yes,No
18,3,1,54,3,Yes,52,1,25,87,7,Yes,No
47,3,13,52,7,Yes,27,3,35,58,8,Yes,No
47,2,4,79,8,Yes,26,2,11,20,5,Yes,No
22,3,13,48,4,Yes,33,2,21,59,8,Yes,No
42,2,7,15,8,Yes,24,3,19,38,4,Yes,No
58,1,18,71,7,Yes,43,1,24,49,1,Yes,No
45,3,32,89,8,Yes,32,3,38,39,7,Yes,No
27,3,30,14,1,Yes,54,1,18,14,8,Yes,No
57,3,4,40,3,Yes,23,3,29,61,3,Yes,No
38,2,25,61,7,Yes,51,2,16,43,7,Yes,No
49,2,21,29,5,Yes,19,1,18,92,2,Yes,No
51,3,4,92,6,Yes,19,2,14,57,5,Yes,No
55,1,18,89,5,Yes,45,2,3,97,3,Yes,No
35,1,13,2,9,Yes,44,2,18,96,4,Yes,No
53,1,8,90,8,Yes,34,1,38,29,6,Yes,No
53,1,25,85,7,Yes,44,1,10,1,1,Yes,No
42,2,18,14,5,Yes,31,2,28,26,3,Yes,No
57,3,31,30,6,Yes,32,2,8,72,9,Yes,No
48,3,26,8,1,Yes,21,2,29,81,6,Yes,No
35,2,15,61,3,Yes,30,2,9,71,3,Yes,No
33,1,30,45,4,Yes,43,3,3,87,6,Yes,No
44,2,20,90,8,Yes,24,3,0,42,2,Yes,No
27,2,1,7,9,Yes,57,2,31,62,8,Yes,No
27,2,25,88,6,Yes,38,2,26,34,3,Yes,No
54,2,5,47,6,Yes,32,3,7,77,5,Yes,No
50,2,14,47,1,Yes,27,2,3,46,2,Yes,No
56,3,16,70,7,Yes,19,2,11,68,2,Yes,No
29,2,23,40,5,Yes,59,3,19,92,1,Yes,No
51,1,35,82,1,Yes,49,3,9,48,5,Yes,No
27,3,30,12,5,Yes,55,2,30,80,8,Yes,No
25,3,30,26,7,Yes,47,1,13,91,6,Yes,No
36,1,12,52,3,Yes,37,1,0,83,3,Yes,No
46,1,23,25,7,Yes,43,1,2,64,3,Yes,No
19,1,18,10,5,Yes,57,1,21,62,4,Yes,No
37,1,38,24,7,Yes,43,1,7,95,2,Yes,Yes
50,1,16,93,4,Yes,40,2,10,29,1,Yes,No
29,3,36,34,9,Yes,59,2,34,1,9,Yes,No
29,2,6,73,3,Yes,59,2,15,31,9,Yes,No
32,3,8,87,6,Yes,29,3,36,19,7,Yes,No
27,1,17,19,2,Yes,41,3,22,79,7,Yes,No
55,1,38,52,9,Yes,58,2,31,2,1,Yes,No
34,1,39,76,9,Yes,46,1,0,44,9,Yes,No
57,3,38,15,6,Yes,59,3,27,43,1,Yes,No
49,3,29,32,6,Yes,48,1,34,32,3,Yes,No
38,3,10,64,8,Yes,46,2,38,49,1,Yes,No
21,3,36,81,2,Yes,36,3,38,55,7,Yes,No
49,2,35,6,4,Yes,21,1,25,11,5,Yes,No
24,1,22,69,9,Yes,58,1,33,23,8,Yes,No
44,1,9,9,3,Yes,28,2,14,87,3,Yes,No
45,1,12,15,7,Yes,33,2,1,36,1,Yes,No
33,1,3,55,9,Yes,22,3,31,65,3,Yes,No
48,1,39,42,2,Yes,22,2,16,2,5,Yes,No
28,3,1,27,6,Yes,48,1,29,6,8,Yes,No
36,3,14,83,6,Yes,59,2,30,98,6,Yes,No
25,2,31,15,6,Yes,58,3,19,42,7,Yes,No
43,2,22,27,3,Yes,53,3,15,90,5,Yes,No
53,1,37,71,8,Yes,32,1,11,17,4,Yes,No
42,3,25,40,9,Yes,38,2,11,63,5,Yes,No
57,1,37,86,7,Yes,22,1,32,10,3,Yes,No
22,3,5,4,2,Yes,26,1,34,56,1,Yes,No
32,2,34,55,8,Yes,30,3,23,32,8,Yes,No
53,2,14,12,6,Yes,49,1,25,14,9,Yes,No
57,3,35,81,8,Yes,57,3,1,44,5,Yes,Yes
45,1,2,75,1,Yes,32,3,3,8,1,Yes,No
58,1,36,86,5,Yes,26,3,19,1,8,Yes,No
43,1,18,32,7,Yes,31,2,28,91,9,Yes,No
38,3,17,80,4,Yes,38,1,30,93,6,Yes,No
48,3,19,65,9,Yes,58,1,2,29,4,Yes,No
56,1,31,67,4,Yes,38,2,29,88,6,Yes,No
46,3,15,42,4,Yes,24,1,21,72,4,Yes,No
18,2,5,84,5,Yes,50,3,12,58,5,Yes,No
26,3,37,29,2,Yes,24,3,14,67,4,Yes,No
31,2,29,89,2,Yes,50,3,14,6,8,Yes,No
53,2,28,16,1,Yes,20,1,16,33,1,Yes,No
46,2,9,86,2,Yes,55,2,33,35,9,Yes,Yes
20,1,17,33,2,Yes,50,3,18,21,4,Yes,No
20,2,16,12,1,Yes,47,1,38,38,2,Yes,No
42,1,2,12,2,Yes,48,1,2,64,4,Yes,No
52,1,38,63,7,Yes,44,1,28,23,6,Yes,No
24,1,2,15,3,Yes,33,1,19,71,6,Yes,No
58,3,7,7,6,Yes,33,2,20,94,3,Yes,No
56,3,23,87,1,Yes,33,3,9,24,9,Yes,No
32,2,31,57,7,Yes,34,3,27,39,5,Yes,No
36,1,23,86,3,Yes,20,2,9,55,6,Yes,No
54,3,1,7,9,Yes,55,2,33,23,4,Yes,No
27,1,5,13,2,Yes,52,2,18,25,9,Yes,No
41,3,5,96,3,Yes,28,3,15,8,1,Yes,No
39,2,9,90,1,Yes,25,1,39,4,4,Yes,No
20,1,28,45,8,Yes,29,3,11,68,1,Yes,No
27,2,31,47,6,Yes,22,3,33,9,4,Yes,No
54,2,22,22,4,Yes,29,2,20,33,7,Yes,No
54,3,11,41,1,Yes,58,2,31,57,4,Yes,No
35,1,37,17,4,Yes,31,2,20,48,1,Yes,No
29,3,6,90,9,Yes,36,2,23,6,2,Yes,No
44,3,22,73,8,Yes,34,2,34,46,9,Yes,No
25,2,4,39,1,Yes,30,1,17,43,5,Yes,No
37,3,0,82,8,Yes,23,1,13,89,5,Yes,No
56,3,20,5,1,Yes,54,2,24,71,1,Yes,No
18,1,23,72,3,Yes,47,2,37,20,2,Yes,No
43,2,4,70,7,Yes,54,1,7,84,8,Yes,No
22,1,34,48,6,Yes,36,2,21,27,3,Yes,Yes
45,2,17,6,2,Yes,34,1,12,31,8,Yes,No
27,3,2,62,8,Yes,34,3,8,77,8,Yes,No
42,3,27,29,8,Yes,58,1,16,97,8,Yes,Yes
23,1,14,45,9,Yes,45,1,9,72,6,Yes,No
26,2,27,63,6,Yes,28,2,24,44,7,Yes,No
40,3,19,94,3,Yes,43,2,4,3,3,Yes,No
59,2,18,50,4,Yes,43,3,38,50,7,Yes,No
40,2,25,73,4,Yes,19,2,28,76,7,Yes,No
36,2,32,15,2,Yes,35,2,1,19,6,Yes,No
32,3,32,56,9,Yes,27,2,37,92,3,Yes,No
31,3,34,17,9,Yes,21,3,1,83,8,Yes,Yes
38,2,24,49,6,Yes,55,2,25,11,1,Yes,No
29,1,24,9,3,Yes,44,1,39,19,1,Yes,No
52,1,39,57,1,Yes,40,1,7,29,9,Yes,No
45,1,4,90,8,Yes,46,1,17,40,7,Yes,No
41,2,20,50,1,Yes,55,3,12,72,4,Yes,No
51,3,3,86,2,Yes,48,3,15,2,8,Yes,No
43,2,31,45,7,Yes,52,3,11,14,7,Yes,No
35,2,20,50,4,Yes,45,2,6,96,7,Yes,No
30,2,30,1,7,Yes,57,1,37,46,2,Yes,No
48,3,4,93,8,Yes,54,3,9,25,9,Yes,No
42,3,34,53,8,Yes,56,3,38,29,8,Yes,No
53,2,32,35,4,Yes,47,1,5,71,8,Yes,No
34,3,6,55,3,Yes,36,2,24,90,9,Yes,No
57,2,19,79,2,Yes,29,1,27,67,9,Yes,No
54,2,35,52,6,Yes,32,3,28,85,9,Yes,No
51,3,31,40,7,Yes,18,3,16,25,6,Yes,No
59,1,21,4,2,Yes,29,3,36,33,8,Yes,No
45,1,34,56,3,Yes,53,1,8,85,1,Yes,Yes
59,1,8,91,1,Yes,48,1,22,2,5,Yes,No
51,1,26,33,6,Yes,57,1,37,61,7,Yes,No
24,3,23,76,8,Yes,33,1,11,41,3,Yes,No
55,3,18,89,2,Yes,43,1,1,24,4,Yes,No
19,2,25,68,1,Yes,37,2,18,65,1,Yes,No
47,3,23,18,8,Yes,53,2,30,61,4,Yes,No
19,3,0,99,3,Yes,57,1,5,41,1,Yes,No
50,1,0,18,9,Yes,49,2,9,28,6,Yes,No
34,2,29,62,8,Yes,59,3,21,72,5,Yes,No
55,1,22,20,4,Yes,39,1,1,97,7,Yes,No
32,3,21,79,4,Yes,53,1,11,72,9,Yes,No
49,3,26,49,8,Yes,41,2,32,36,4,Yes,Yes
56,1,27,33,2,Yes,38,2,18,61,9,Yes,No
47,2,17,76,3,Yes,20,1,38,27,1,Yes,No
51,2,8,72,2,Yes,27,1,36,96,9,Yes,No
20,2,15,56,4,Yes,46,3,23,21,2,Yes,No
25,1,31,39,4,Yes,29,2,14,95,3,Yes,Yes
59,1,39,59,2,Yes,49,3,14,41,2,Yes,No
26,2,37,95,9,Yes,40,1,5,47,2,Yes,No
57,2,33,67,2,Yes,54,3,12,24,5,Yes,No
51,1,36,54,5,Yes,49,2,35,15,3,Yes,No
40,3,33,96,9,Yes,45,1,8,2,7,Yes,No
40,3,20,76,7,Yes,39,1,38,70,4,Yes,No
20,1,35,30,8,Yes,54,1,28,38,4,Yes,No
56,2,7,57,8,Yes,29,2,8,45,8,Yes,No
37,3,36,69,4,Yes,44,1,29,81,3,Yes,No
38,2,29,91,9,Yes,47,3,6,44,1,Yes,No
34,3,25,42,4,Yes,23,1,26,22,9,Yes,No
34,1,32,5,3,Yes,41,1,9,86,2,Yes,No
46,3,31,84,4,Yes,19,1,23,91,8,Yes,No
55,2,5,30,2,Yes,34,1,25,6,9,Yes,No
47,1,23,17,1,Yes,58,2,37,40,3,Yes,No
36,2,12,21,6,Yes,22,2,31,76,5,Yes,No
53,2,34,77,7,Yes,35,2,6,25,7,Yes,No
28,3,37,63,7,Yes,23,1,22,61,8,Yes,No
22,1,20,28,2,Yes,28,2,29,58,9,Yes,No
30,1,0,37,3,Yes,49,3,19,39,6,Yes,No
29,2,17,2,9,Yes,18,1,26,71,9,Yes,No
35,1,29,2,1,Yes,45,2,37,67,9,Yes,No
45,2,6,96,5,Yes,50,2,15,84,2,Yes,No
59,2,21,7,9,Yes,29,2,12,38,6,Yes,No
51,1,31,68,1,Yes,20,2,26,17,3,Yes,No
39,1,19,17,4,Yes,55,3,31,17,1,Yes,No
42,2,29,81,9,Yes,21,2,6,43,5,Yes,No
43,1,36,10,1,Yes,45,3,5,51,3,Yes,No
22,1,39,86,2,Yes,38,3,4,70,3,Yes,Yes
18,2,1,20,6,Yes,30,1,12,43,9,Yes,No
35,2,29,87,9,Yes,56,2,14,24,7,Yes,No
53,2,27,54,3,Yes,48,1,17,47,2,Yes,Yes
55,2,19,25,8,Yes,42,1,17,23,3,Yes,No
21,3,23,10,1,Yes,40,3,11,26,1,Yes,No
54,3,12,8,5,Yes,54,3,27,56,9,Yes,No
27,2,36,51,7,Yes,48,1,0,67,3,Yes,No
57,1,7,40,7,Yes,57,2,36,76,7,Yes,No
44,2,13,20,8,Yes,36,3,21,66,2,Yes,No
43,3,26,59,7,Yes,39,1,2,18,4,Yes,No
18,2,12,78,8,Yes,22,2,15,96,3,Yes,No
23,1,33,51,6,Yes,18,3,20,85,9,Yes,No
48,2,25,91,1,Yes,26,1,37,19,8,Yes,No
30,3,34,92,9,Yes,34,2,20,39,5,Yes,No
57,1,32,32,3,Yes,42,2,35,59,4,Yes,No
31,3,26,98,9,Yes,59,2,4,37,8,Yes,No
34,3,6,61,4,Yes,30,1,24,96,9,Yes,No
24,3,37,30,2,Yes,47,1,11,63,2,Yes,No
40,3,27,72,9,Yes,21,3,21,32,9,Yes,No
54,3,22,4,8,Yes,33,1,6,17,4,Yes,No
57,2,11,10,8,Yes,59,2,7,65,1,Yes,No
42,2,27,39,5,Yes,28,2,34,71,2,Yes,No
30,1,35,13,5,Yes,18,3,27,65,5,Yes,No
53,1,32,56,8,Yes,27,3,33,52,3,Yes,No
58,3,7,92,6,Yes,43,1,26,52,5,Yes,No
28,3,35,10,5,Yes,54,3,22,83,7,Yes,No
40,1,26,78,5,Yes,22,2,20,78,5,Yes,No
30,2,6,12,2,Yes,56,1,17,37,6,Yes,No
45,3,17,14,7,Yes,52,1,34,12,9,Yes,No
20,1,22,65,9,Yes,49,2,13,42,6,Yes,No
54,1,24,29,4,Yes,26,2,39,82,8,Yes,No
34,3,31,71,3,Yes,59,2,19,10,3,Yes,No
33,3,33,28,6,Yes,51,1,17,52,9,Yes,No
34,3,0,81,5,Yes,30,1,17,79,1,Yes,No
33,1,30,65,6,Yes,22,3,32,62,5,Yes,No
24,1,27,47,7,Yes,40,3,27,91,5,Yes,No
28,2,26,91,5,Yes,20,3,11,87,2,Yes,No
